order_id,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id
230,1167,4,2016-05-19,2016-05-20,2016-05-21,2,6
233,737,4,2016-05-21,2016-05-22,2016-05-24,2,6
237,1351,4,2016-05-25,2016-05-26,2016-05-27,2,7
240,65,4,2016-05-27,2016-05-29,2016-05-30,2,6
250,150,4,2016-06-01,2016-06-02,2016-06-04,2,7
256,26,4,2016-06-04,2016-06-05,2016-06-07,2,7
257,1314,4,2016-06-05,2016-06-06,2016-06-08,1,3
263,1322,4,2016-06-09,2016-06-10,2016-06-12,2,6
269,764,4,2016-06-12,2016-06-13,2016-06-15,2,6
280,638,4,2016-06-21,2016-06-22,2016-06-23,2,7
281,800,4,2016-06-21,2016-06-22,2016-06-23,2,7
285,319,4,2016-06-25,2016-06-26,2016-06-27,1,2
287,133,4,2016-06-25,2016-06-26,2016-06-27,2,6
289,849,4,2016-06-27,2016-06-28,2016-06-30,2,6
290,202,4,2016-06-28,2016-06-29,2016-06-30,2,6
291,158,4,2016-06-29,2016-06-30,2016-07-01,2,6
292,360,4,2016-06-29,2016-06-30,2016-07-02,3,9
297,1425,4,2016-07-04,2016-07-05,2016-07-06,2,7
299,281,4,2016-07-05,2016-07-06,2016-07-07,2,6
302,1375,4,2016-07-06,2016-07-07,2016-07-09,2,6
303,36,4,2016-07-07,2016-07-08,2016-07-09,2,7
306,424,4,2016-07-09,2016-07-10,2016-07-12,2,7
308,156,4,2016-07-11,2016-07-12,2016-07-14,2,6
312,299,4,2016-07-13,2016-07-15,2016-07-16,2,6
318,1141,4,2016-07-17,2016-07-19,2016-07-20,2,7
320,1428,4,2016-07-19,2016-07-20,2016-07-21,1,2
324,480,4,2016-07-20,2016-07-22,2016-07-23,2,6
326,1337,4,2016-07-20,2016-07-21,2016-07-22,3,9
337,1252,4,2016-07-26,2016-07-27,2016-07-28,2,7
338,1333,4,2016-07-28,2016-07-29,2016-07-30,1,3
340,963,4,2016-07-29,2016-07-30,2016-07-31,2,7
342,806,4,2016-07-31,2016-08-01,2016-08-03,2,7
347,1004,4,2016-08-02,2016-08-03,2016-08-05,2,6
352,16,4,2016-08-03,2016-08-04,2016-08-06,2,7
354,551,4,2016-08-03,2016-08-05,2016-08-06,3,8
360,1300,4,2016-08-07,2016-08-09,2016-08-10,2,6
361,994,4,2016-08-08,2016-08-09,2016-08-11,2,6
363,834,4,2016-08-11,2016-08-12,2016-08-13,3,8
365,981,4,2016-08-13,2016-08-14,2016-08-15,2,6
368,995,4,2016-08-14,2016-08-15,2016-08-17,2,7
371,891,4,2016-08-15,2016-08-16,2016-08-18,2,7
377,1355,4,2016-08-17,2016-08-19,2016-08-20,2,6
380,1156,4,2016-08-19,2016-08-20,2016-08-21,2,7
384,410,4,2016-08-20,2016-08-22,2016-08-23,2,7
389,53,4,2016-08-22,2016-08-24,2016-08-25,1,3
390,576,4,2016-08-22,2016-08-24,2016-08-25,3,9
393,368,4,2016-08-25,2016-08-26,2016-08-27,2,6
394,522,4,2016-08-26,2016-08-28,2016-08-29,1,3
395,144,4,2016-08-26,2016-08-27,2016-08-29,2,6
398,447,4,2016-08-29,2016-08-30,2016-09-01,1,2
400,1295,4,2016-08-29,2016-08-30,2016-08-31,2,6
403,578,4,2016-08-31,2016-09-01,2016-09-02,1,3
416,1377,4,2016-09-03,2016-09-04,2016-09-06,2,7
417,359,4,2016-09-04,2016-09-05,2016-09-06,1,3
420,72,4,2016-09-05,2016-09-06,2016-09-07,1,3
421,240,4,2016-09-05,2016-09-06,2016-09-08,1,3
422,398,4,2016-09-06,2016-09-07,2016-09-09,2,6
427,434,4,2016-09-09,2016-09-10,2016-09-11,1,2
435,77,4,2016-09-14,2016-09-15,2016-09-16,3,9
440,882,4,2016-09-17,2016-09-18,2016-09-19,2,7
443,1371,4,2016-09-18,2016-09-19,2016-09-20,2,6
444,30,4,2016-09-19,2016-09-20,2016-09-21,1,2
448,101,4,2016-09-21,2016-09-22,2016-09-24,2,6
452,997,4,2016-09-22,2016-09-23,2016-09-24,2,7
453,1028,4,2016-09-22,2016-09-24,2016-09-25,2,7
454,988,4,2016-09-23,2016-09-25,2016-09-26,2,6
462,852,4,2016-09-27,2016-09-28,2016-09-29,2,6
466,1440,4,2016-09-28,2016-09-29,2016-10-01,2,7
473,549,4,2016-09-30,2016-10-02,2016-10-03,2,7
483,703,4,2016-10-06,2016-10-07,2016-10-09,1,2
486,709,4,2016-10-06,2016-10-08,2016-10-09,2,7
491,1048,4,2016-10-08,2016-10-10,2016-10-11,1,2
492,191,4,2016-10-09,2016-10-10,2016-10-12,1,2
494,875,4,2016-10-09,2016-10-10,2016-10-11,2,6
495,712,4,2016-10-10,2016-10-12,2016-10-13,1,3
500,148,4,2016-10-11,2016-10-12,2016-10-13,2,6
501,977,4,2016-10-11,2016-10-12,2016-10-13,2,7
505,721,4,2016-10-14,2016-10-16,2016-10-17,2,6
515,986,4,2016-10-19,2016-10-20,2016-10-22,2,6
516,111,4,2016-10-21,2016-10-23,2016-10-24,2,6
517,613,4,2016-10-21,2016-10-22,2016-10-24,2,6
518,1374,4,2016-10-22,2016-10-24,2016-10-25,1,2
519,54,4,2016-10-22,2016-10-23,2016-10-24,2,7
523,1056,4,2016-10-24,2016-10-26,2016-10-27,2,6
524,569,4,2016-10-25,2016-10-26,2016-10-27,1,2
525,1315,4,2016-10-26,2016-10-28,2016-10-29,1,3
529,753,4,2016-10-28,2016-10-30,2016-10-31,2,7
531,116,4,2016-10-28,2016-10-29,2016-10-30,3,8
534,1406,4,2016-10-29,2016-10-30,2016-10-31,2,7
535,835,4,2016-10-29,2016-10-31,2016-11-01,3,9
537,1353,4,2016-10-31,2016-11-01,2016-11-03,1,2
540,1429,4,2016-11-03,2016-11-05,2016-11-06,1,3
544,321,4,2016-11-06,2016-11-07,2016-11-08,2,7
550,892,4,2016-11-12,2016-11-14,2016-11-15,2,7
553,913,4,2016-11-12,2016-11-13,2016-11-15,3,9
554,104,4,2016-11-13,2016-11-14,2016-11-16,1,3
555,212,4,2016-11-13,2016-11-14,2016-11-16,2,7
556,61,4,2016-11-13,2016-11-14,2016-11-15,3,9
558,1443,4,2016-11-15,2016-11-16,2016-11-17,2,7
560,1405,4,2016-11-18,2016-11-19,2016-11-21,2,6
562,942,4,2016-11-19,2016-11-20,2016-11-22,2,7
569,707,4,2016-11-23,2016-11-24,2016-11-25,2,6
570,989,4,2016-11-23,2016-11-24,2016-11-25,2,6
571,5,4,2016-11-24,2016-11-25,2016-11-27,1,2
573,423,4,2016-11-24,2016-11-26,2016-11-27,2,6
574,833,4,2016-11-26,2016-11-27,2016-11-29,2,7
575,33,4,2016-11-27,2016-11-28,2016-11-30,1,3
578,819,4,2016-11-27,2016-11-28,2016-11-29,2,7
581,688,4,2016-12-03,2016-12-05,2016-12-06,1,3
583,792,4,2016-12-04,2016-12-05,2016-12-07,2,7
595,538,4,2016-12-08,2016-12-09,2016-12-11,1,2
597,1121,4,2016-12-08,2016-12-09,2016-12-10,2,6
599,1,4,2016-12-09,2016-12-10,2016-12-12,2,6
602,823,4,2016-12-09,2016-12-10,2016-12-11,2,6
605,1208,4,2016-12-10,2016-12-11,2016-12-12,2,6
606,18,4,2016-12-11,2016-12-12,2016-12-13,2,7
609,896,4,2016-12-12,2016-12-13,2016-12-14,2,7
611,1073,4,2016-12-15,2016-12-17,2016-12-18,2,7
623,678,4,2016-12-24,2016-12-26,2016-12-27,2,6
624,814,4,2016-12-24,2016-12-25,2016-12-27,2,6
627,1119,4,2016-12-25,2016-12-26,2016-12-28,2,6
629,973,4,2016-12-26,2016-12-27,2016-12-29,1,2
630,1404,4,2016-12-26,2016-12-27,2016-12-28,2,6
636,532,4,2017-01-03,2017-01-04,2017-01-05,1,2
638,1302,4,2017-01-04,2017-01-05,2017-01-06,2,7
642,847,4,2017-01-07,2017-01-09,2017-01-10,2,7
643,901,4,2017-01-08,2017-01-09,2017-01-11,1,3
647,283,4,2017-01-09,2017-01-10,2017-01-11,2,7
649,1153,4,2017-01-10,2017-01-11,2017-01-13,1,3
654,1129,4,2017-01-14,2017-01-15,2017-01-17,2,7
655,347,4,2017-01-16,2017-01-17,2017-01-18,1,3
656,949,4,2017-01-16,2017-01-17,2017-01-18,2,7
657,349,4,2017-01-17,2017-01-19,2017-01-20,1,2
661,626,4,2017-01-18,2017-01-19,2017-01-20,2,6
663,344,4,2017-01-20,2017-01-22,2017-01-23,1,3
665,29,4,2017-01-21,2017-01-22,2017-01-23,2,6
666,770,4,2017-01-21,2017-01-22,2017-01-24,2,7
667,858,4,2017-01-22,2017-01-24,2017-01-25,2,7
668,297,4,2017-01-22,2017-01-23,2017-01-24,3,8
669,745,4,2017-01-23,2017-01-24,2017-01-26,2,7
674,733,4,2017-01-27,2017-01-28,2017-01-29,2,6
676,790,4,2017-01-28,2017-01-30,2017-01-31,2,7
678,250,4,2017-01-28,2017-01-29,2017-01-31,3,9
683,741,4,2017-01-29,2017-01-31,2017-02-01,2,6
684,762,4,2017-01-31,2017-02-01,2017-02-02,2,6
686,380,4,2017-02-01,2017-02-03,2017-02-04,2,7
688,343,4,2017-02-02,2017-02-03,2017-02-05,2,7
689,884,4,2017-02-02,2017-02-03,2017-02-05,2,7
690,1097,4,2017-02-03,2017-02-04,2017-02-06,1,2
694,58,4,2017-02-05,2017-02-06,2017-02-08,2,7
697,562,4,2017-02-06,2017-02-08,2017-02-09,1,2
698,543,4,2017-02-06,2017-02-08,2017-02-09,3,8
699,958,4,2017-02-06,2017-02-08,2017-02-09,3,9
701,850,4,2017-02-07,2017-02-08,2017-02-09,3,9
702,1352,4,2017-02-08,2017-02-09,2017-02-11,1,3
704,1137,4,2017-02-08,2017-02-09,2017-02-11,2,6
710,295,4,2017-02-13,2017-02-15,2017-02-16,2,6
712,173,4,2017-02-13,2017-02-14,2017-02-16,3,9
713,207,4,2017-02-13,2017-02-14,2017-02-15,3,8
716,672,4,2017-02-15,2017-02-17,2017-02-18,2,6
722,1399,4,2017-02-18,2017-02-20,2017-02-21,2,7
723,845,4,2017-02-19,2017-02-21,2017-02-22,2,6
728,1138,4,2017-02-20,2017-02-21,2017-02-23,1,3
732,147,4,2017-02-26,2017-02-27,2017-03-01,2,7
734,939,4,2017-02-26,2017-02-28,2017-03-01,3,9
738,124,4,2017-02-28,2017-03-01,2017-03-03,1,2
739,49,4,2017-02-28,2017-03-01,2017-03-02,2,6
740,1113,4,2017-02-28,2017-03-01,2017-03-02,2,6
746,391,4,2017-03-02,2017-03-04,2017-03-05,1,3
747,87,4,2017-03-03,2017-03-04,2017-03-05,1,3
752,335,4,2017-03-05,2017-03-06,2017-03-07,2,6
754,646,4,2017-03-06,2017-03-07,2017-03-08,1,2
756,1143,4,2017-03-06,2017-03-07,2017-03-09,2,6
757,1336,4,2017-03-06,2017-03-08,2017-03-09,2,7
761,1291,4,2017-03-07,2017-03-08,2017-03-10,2,7
764,701,4,2017-03-09,2017-03-10,2017-03-12,1,2
765,1152,4,2017-03-09,2017-03-11,2017-03-12,1,2
766,141,4,2017-03-09,2017-03-11,2017-03-12,2,6
767,564,4,2017-03-09,2017-03-10,2017-03-11,2,7
772,448,4,2017-03-11,2017-03-12,2017-03-13,2,7
776,490,4,2017-03-13,2017-03-15,2017-03-16,2,6
779,367,4,2017-03-15,2017-03-16,2017-03-18,2,6
781,1018,4,2017-03-15,2017-03-16,2017-03-17,2,6
782,1298,4,2017-03-15,2017-03-16,2017-03-18,2,7
785,794,4,2017-03-18,2017-03-19,2017-03-20,1,2
790,1015,4,2017-03-19,2017-03-21,2017-03-22,2,7
791,432,4,2017-03-20,2017-03-22,2017-03-23,2,6
792,479,4,2017-03-22,2017-03-23,2017-03-24,2,6
795,992,4,2017-03-23,2017-03-25,2017-03-26,2,7
798,619,4,2017-03-26,2017-03-28,2017-03-29,1,3
799,607,4,2017-03-27,2017-03-28,2017-03-29,1,3
801,78,4,2017-03-28,2017-03-29,2017-03-30,1,2
802,340,4,2017-03-28,2017-03-29,2017-03-30,2,6
805,420,4,2017-03-29,2017-03-30,2017-04-01,2,6
807,1148,4,2017-03-30,2017-04-01,2017-04-02,2,6
812,1164,4,2017-04-01,2017-04-02,2017-04-03,2,7
817,301,4,2017-04-04,2017-04-05,2017-04-07,2,7
821,1181,4,2017-04-05,2017-04-07,2017-04-08,2,7
822,294,4,2017-04-06,2017-04-08,2017-04-09,2,7
823,415,4,2017-04-06,2017-04-07,2017-04-08,3,8
824,993,4,2017-04-07,2017-04-09,2017-04-10,1,2
825,10,4,2017-04-07,2017-04-08,2017-04-09,2,7
828,246,4,2017-04-09,2017-04-10,2017-04-12,2,6
833,406,4,2017-04-12,2017-04-14,2017-04-15,2,7
834,890,4,2017-04-12,2017-04-13,2017-04-15,2,6
843,1059,4,2017-04-16,2017-04-17,2017-04-19,2,7
844,1436,4,2017-04-16,2017-04-17,2017-04-18,2,6
849,776,4,2017-04-19,2017-04-20,2017-04-21,1,2
851,1139,4,2017-04-20,2017-04-21,2017-04-22,2,6
855,775,4,2017-04-22,2017-04-23,2017-04-25,2,6
856,477,4,2017-04-23,2017-04-25,2017-04-26,2,6
857,1402,4,2017-04-24,2017-04-25,2017-04-26,2,7
858,162,4,2017-04-25,2017-04-27,2017-04-28,2,6
861,1177,4,2017-04-27,2017-04-29,2017-04-30,2,7
863,446,4,2017-04-28,2017-04-30,2017-05-01,2,7
866,1410,4,2017-04-29,2017-04-30,2017-05-01,2,6
874,661,4,2017-05-04,2017-05-05,2017-05-06,2,7
875,386,4,2017-05-05,2017-05-06,2017-05-08,1,3
877,784,4,2017-05-06,2017-05-07,2017-05-08,2,6
883,507,4,2017-05-11,2017-05-13,2017-05-14,2,6
886,1396,4,2017-05-13,2017-05-14,2017-05-15,1,2
898,352,4,2017-05-20,2017-05-21,2017-05-22,2,6
900,971,4,2017-05-20,2017-05-21,2017-05-22,2,6
901,345,4,2017-05-21,2017-05-22,2017-05-24,2,7
903,179,4,2017-05-22,2017-05-23,2017-05-24,2,7
907,120,4,2017-05-24,2017-05-26,2017-05-27,1,2
909,188,4,2017-05-26,2017-05-27,2017-05-28,1,2
917,881,4,2017-05-29,2017-05-31,2017-06-01,1,2
920,966,4,2017-05-30,2017-06-01,2017-06-02,2,7
922,656,4,2017-05-31,2017-06-01,2017-06-03,2,6
926,233,4,2017-06-03,2017-06-05,2017-06-06,1,2
927,1438,4,2017-06-03,2017-06-05,2017-06-06,1,2
929,472,4,2017-06-05,2017-06-06,2017-06-08,2,6
932,804,4,2017-06-07,2017-06-08,2017-06-09,2,6
934,93,4,2017-06-09,2017-06-10,2017-06-12,2,7
939,1407,4,2017-06-11,2017-06-12,2017-06-14,2,6
944,138,4,2017-06-14,2017-06-15,2017-06-17,1,3
945,167,4,2017-06-14,2017-06-15,2017-06-16,2,7
956,1184,4,2017-06-17,2017-06-19,2017-06-20,2,6
961,82,4,2017-06-19,2017-06-21,2017-06-22,1,2
965,457,4,2017-06-20,2017-06-22,2017-06-23,2,6
971,1426,4,2017-06-22,2017-06-23,2017-06-24,3,8
972,270,4,2017-06-23,2017-06-24,2017-06-25,2,7
975,1092,4,2017-06-25,2017-06-27,2017-06-28,2,6
983,1158,4,2017-06-27,2017-06-28,2017-06-29,2,6
984,1287,4,2017-06-27,2017-06-28,2017-06-29,2,7
988,436,4,2017-07-02,2017-07-04,2017-07-05,2,6
991,751,4,2017-07-06,2017-07-07,2017-07-09,1,2
995,621,4,2017-07-11,2017-07-13,2017-07-14,1,2
997,485,4,2017-07-11,2017-07-13,2017-07-14,2,7
998,219,4,2017-07-12,2017-07-13,2017-07-14,2,7
999,590,4,2017-07-12,2017-07-13,2017-07-14,2,6
1000,645,4,2017-07-12,2017-07-14,2017-07-15,2,7
1016,1417,4,2017-07-19,2017-07-20,2017-07-21,3,9
1017,168,4,2017-07-20,2017-07-21,2017-07-23,2,6
1019,408,4,2017-07-22,2017-07-23,2017-07-24,2,7
1021,125,4,2017-07-23,2017-07-24,2017-07-26,2,6
1024,837,4,2017-07-23,2017-07-25,2017-07-26,2,7
1026,1370,4,2017-07-26,2017-07-28,2017-07-29,1,2
1028,1273,4,2017-07-27,2017-07-28,2017-07-30,2,7
1029,407,4,2017-07-29,2017-07-30,2017-08-01,1,3
1030,161,4,2017-07-29,2017-07-30,2017-07-31,2,6
1031,1308,4,2017-07-30,2017-08-01,2017-08-02,1,2
1033,582,4,2017-07-30,2017-07-31,2017-08-02,2,7
1037,1229,4,2017-07-31,2017-08-02,2017-08-03,2,6
1038,1281,4,2017-07-31,2017-08-01,2017-08-03,2,7
1045,185,4,2017-08-07,2017-08-09,2017-08-10,3,9
1052,460,4,2017-08-10,2017-08-12,2017-08-13,2,6
1053,1439,4,2017-08-10,2017-08-11,2017-08-12,2,6
1062,1210,4,2017-08-15,2017-08-17,2017-08-18,2,6
1064,898,4,2017-08-16,2017-08-18,2017-08-19,3,9
1073,911,4,2017-08-18,2017-08-19,2017-08-21,2,7
1075,1003,4,2017-08-19,2017-08-21,2017-08-22,1,3
1077,412,4,2017-08-19,2017-08-20,2017-08-21,2,6
1086,220,4,2017-08-21,2017-08-23,2017-08-24,2,7
1087,675,4,2017-08-22,2017-08-23,2017-08-25,3,8
1094,828,4,2017-08-25,2017-08-27,2017-08-28,2,6
1099,1128,4,2017-08-28,2017-08-29,2017-08-30,2,6
1119,749,4,2017-09-10,2017-09-12,2017-09-13,1,2
1120,1269,4,2017-09-10,2017-09-12,2017-09-13,2,7
1124,275,4,2017-09-13,2017-09-14,2017-09-16,3,9
1129,663,4,2017-09-17,2017-09-18,2017-09-20,2,6
1139,1006,4,2017-09-21,2017-09-22,2017-09-23,1,2
1141,1076,4,2017-09-22,2017-09-23,2017-09-24,1,2
1143,1087,4,2017-09-24,2017-09-26,2017-09-27,1,2
1146,757,4,2017-09-25,2017-09-26,2017-09-28,2,7
1147,1344,4,2017-09-25,2017-09-26,2017-09-27,2,6
1148,1379,4,2017-09-25,2017-09-26,2017-09-27,2,7
1157,24,4,2017-10-01,2017-10-03,2017-10-04,1,3
1159,1221,4,2017-10-01,2017-10-02,2017-10-03,1,3
1160,1262,4,2017-10-01,2017-10-02,2017-10-04,1,2
1164,1067,4,2017-10-01,2017-10-02,2017-10-03,2,6
1165,652,4,2017-10-02,2017-10-03,2017-10-05,2,7
1168,1031,4,2017-10-04,2017-10-05,2017-10-06,2,6
1169,1421,4,2017-10-04,2017-10-06,2017-10-07,2,7
1171,826,4,2017-10-05,2017-10-06,2017-10-08,2,6
1174,1109,4,2017-10-08,2017-10-10,2017-10-11,2,6
1175,292,4,2017-10-09,2017-10-11,2017-10-12,2,6
1182,1422,4,2017-10-13,2017-10-14,2017-10-16,2,7
1184,369,4,2017-10-14,2017-10-15,2017-10-16,2,6
1185,960,4,2017-10-14,2017-10-16,2017-10-17,2,6
1189,1090,4,2017-10-15,2017-10-17,2017-10-18,2,6
1199,318,4,2017-10-23,2017-10-24,2017-10-26,1,2
1200,48,4,2017-10-23,2017-10-25,2017-10-26,2,6
1209,1342,4,2017-10-26,2017-10-27,2017-10-29,2,7
1210,730,4,2017-10-26,2017-10-27,2017-10-29,3,8
1211,19,4,2017-10-27,2017-10-28,2017-10-29,2,7
1225,768,4,2017-11-04,2017-11-05,2017-11-07,1,2
1230,1107,4,2017-11-05,2017-11-06,2017-11-07,2,6
1232,665,4,2017-11-06,2017-11-07,2017-11-09,1,3
1233,462,4,2017-11-06,2017-11-07,2017-11-08,2,6
1235,210,4,2017-11-07,2017-11-08,2017-11-09,2,6
1238,998,4,2017-11-09,2017-11-10,2017-11-11,2,6
1239,1197,4,2017-11-09,2017-11-10,2017-11-11,2,7
1243,346,4,2017-11-11,2017-11-13,2017-11-14,2,6
1248,1367,4,2017-11-16,2017-11-17,2017-11-18,1,3
1249,545,4,2017-11-17,2017-11-18,2017-11-20,2,6
1252,110,4,2017-11-18,2017-11-20,2017-11-21,1,3
1255,375,4,2017-11-19,2017-11-20,2017-11-21,2,6
1256,458,4,2017-11-19,2017-11-20,2017-11-22,2,6
1258,1099,4,2017-11-20,2017-11-21,2017-11-22,2,7
1260,1117,4,2017-11-22,2017-11-23,2017-11-24,2,6
1268,774,4,2017-11-26,2017-11-28,2017-11-29,1,3
1272,935,4,2017-11-27,2017-11-29,2017-11-30,2,6
1274,1364,4,2017-11-28,2017-11-29,2017-12-01,2,7
1278,980,4,2017-12-01,2017-12-02,2017-12-04,2,7
1284,128,4,2017-12-04,2017-12-06,2017-12-07,2,7
1291,1284,4,2017-12-09,2017-12-11,2017-12-12,2,6
1294,947,4,2017-12-11,2017-12-13,2017-12-14,1,2
1295,37,4,2017-12-11,2017-12-12,2017-12-14,2,7
1302,322,4,2017-12-16,2017-12-18,2017-12-19,2,7
1306,28,4,2017-12-20,2017-12-21,2017-12-22,2,6
1307,1384,4,2017-12-22,2017-12-23,2017-12-25,1,2
1310,444,4,2017-12-24,2017-12-25,2017-12-26,1,3
1311,1021,4,2017-12-24,2017-12-26,2017-12-27,2,6
1314,1027,4,2017-12-25,2017-12-26,2017-12-28,2,7
1315,931,4,2017-12-25,2017-12-27,2017-12-28,3,9
1317,418,4,2017-12-27,2017-12-28,2017-12-29,1,3
1325,68,4,2018-01-01,2018-01-02,2018-01-03,3,8
1327,1026,4,2018-01-02,2018-01-03,2018-01-05,2,6
1329,443,4,2018-01-04,2018-01-05,2018-01-06,1,3
1330,761,4,2018-01-04,2018-01-05,2018-01-07,2,7
1331,1122,4,2018-01-05,2018-01-06,2018-01-08,2,6
1332,256,4,2018-01-06,2018-01-07,2018-01-09,2,7
1334,425,4,2018-01-07,2018-01-09,2018-01-10,2,6
1336,904,4,2018-01-09,2018-01-10,2018-01-12,1,2
1338,905,4,2018-01-10,2018-01-11,2018-01-13,2,6
1341,1258,4,2018-01-12,2018-01-13,2018-01-14,2,7
1342,1393,4,2018-01-12,2018-01-13,2018-01-15,2,7
1354,476,4,2018-01-19,2018-01-20,2018-01-21,1,3
1356,1161,4,2018-01-19,2018-01-21,2018-01-22,2,6
1358,253,4,2018-01-21,2018-01-23,2018-01-24,1,2
1362,310,4,2018-01-23,2018-01-24,2018-01-25,2,6
1366,1441,4,2018-01-26,2018-01-27,2018-01-28,2,6
1368,765,4,2018-01-27,2018-01-28,2018-01-29,2,6
1371,937,4,2018-01-29,2018-01-30,2018-02-01,2,7
1376,1186,4,2018-02-01,2018-02-02,2018-02-03,1,2
1381,680,4,2018-02-05,2018-02-06,2018-02-08,2,7
1386,1254,4,2018-02-09,2018-02-10,2018-02-11,1,2
1389,491,4,2018-02-11,2018-02-12,2018-02-14,2,7
1401,15,4,2018-02-18,2018-02-19,2018-02-20,2,7
1408,1172,4,2018-02-26,2018-02-27,2018-03-01,2,6
1412,1043,4,2018-03-01,2018-03-02,2018-03-04,2,7
1413,56,4,2018-03-01,2018-03-03,2018-03-04,3,8
1414,293,4,2018-03-03,2018-03-05,2018-03-06,2,7
1415,839,4,2018-03-03,2018-03-04,2018-03-05,2,7
1416,566,4,2018-03-03,2018-03-04,2018-03-06,3,8
1417,300,4,2018-03-04,2018-03-06,2018-03-07,1,2
1418,364,4,2018-03-04,2018-03-05,2018-03-07,2,6
1420,838,4,2018-03-04,2018-03-05,2018-03-07,2,7
1422,599,4,2018-03-05,2018-03-06,2018-03-08,3,8
1426,938,4,2018-03-07,2018-03-08,2018-03-10,2,6
1428,195,4,2018-03-08,2018-03-10,2018-03-11,2,7
